anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0003743.jpg,data\raw\images\fairface_0003760.jpg,data\raw\images\fairface_0006191.jpg,train_identity_0339,train_identity_0339,train_identity_0585,Female_20-39_Light
data\raw\images\fairface_0003763.jpg,data\raw\images\fairface_0003778.jpg,data\raw\images\fairface_0003520.jpg,train_identity_0340,train_identity_0340,train_identity_0793,Female_20-39_Light
data\raw\images\fairface_0003763.jpg,data\raw\images\fairface_0003819.jpg,data\raw\images\fairface_0003440.jpg,train_identity_0340,train_identity_0340,train_identity_0334,Female_20-39_Light
data\raw\images\fairface_0003763.jpg,data\raw\images\fairface_0003820.jpg,data\raw\images\fairface_0009979.jpg,train_identity_0340,train_identity_0340,train_identity_0455,Female_20-39_Light
data\raw\images\fairface_0003778.jpg,data\raw\images\fairface_0003819.jpg,data\raw\images\fairface_0005813.jpg,train_identity_0340,train_identity_0340,train_identity_1389,Female_20-39_Light
data\raw\images\fairface_0003778.jpg,data\raw\images\fairface_0003820.jpg,data\raw\images\fairface_0004611.jpg,train_identity_0340,train_identity_0340,train_identity_0553,Female_20-39_Light
data\raw\images\fairface_0003819.jpg,data\raw\images\fairface_0003820.jpg,data\raw\images\fairface_0001639.jpg,train_identity_0340,train_identity_0340,train_identity_1053,Female_20-39_Light
data\raw\images\fairface_0003825.jpg,data\raw\images\fairface_0003831.jpg,data\raw\images\fairface_0005881.jpg,train_identity_0341,train_identity_0341,train_identity_1600,Female_20-39_Light
data\raw\images\fairface_0003825.jpg,data\raw\images\fairface_0003841.jpg,data\raw\images\fairface_0003655.jpg,train_identity_0341,train_identity_0341,train_identity_0972,Female_20-39_Light
data\raw\images\fairface_0003825.jpg,data\raw\images\fairface_0003845.jpg,data\raw\images\fairface_0003243.jpg,train_identity_0341,train_identity_0341,train_identity_1327,Female_20-39_Light
data\raw\images\fairface_0003831.jpg,data\raw\images\fairface_0003841.jpg,data\raw\images\fairface_0008750.jpg,train_identity_0341,train_identity_0341,train_identity_1233,Female_20-39_Light
data\raw\images\fairface_0003831.jpg,data\raw\images\fairface_0003845.jpg,data\raw\images\fairface_0000175.jpg,train_identity_0341,train_identity_0341,train_identity_0460,Female_20-39_Light
data\raw\images\fairface_0003841.jpg,data\raw\images\fairface_0003845.jpg,data\raw\images\fairface_0009903.jpg,train_identity_0341,train_identity_0341,train_identity_1247,Female_20-39_Light
data\raw\images\fairface_0003867.jpg,data\raw\images\fairface_0003879.jpg,data\raw\images\fairface_0008815.jpg,train_identity_0342,train_identity_0342,train_identity_1461,Female_20-39_Light
data\raw\images\fairface_0003867.jpg,data\raw\images\fairface_0003904.jpg,data\raw\images\fairface_0001685.jpg,train_identity_0342,train_identity_0342,train_identity_0869,Female_20-39_Light
data\raw\images\fairface_0003867.jpg,data\raw\images\fairface_0003915.jpg,data\raw\images\fairface_0009113.jpg,train_identity_0342,train_identity_0342,train_identity_1746,Female_20-39_Light
data\raw\images\fairface_0003879.jpg,data\raw\images\fairface_0003904.jpg,data\raw\images\fairface_0001185.jpg,train_identity_0342,train_identity_0342,train_identity_0942,Female_20-39_Light
data\raw\images\fairface_0003879.jpg,data\raw\images\fairface_0003915.jpg,data\raw\images\fairface_0009612.jpg,train_identity_0342,train_identity_0342,train_identity_0448,Female_20-39_Light
data\raw\images\fairface_0003904.jpg,data\raw\images\fairface_0003915.jpg,data\raw\images\fairface_0007791.jpg,train_identity_0342,train_identity_0342,train_identity_0620,Female_20-39_Light
data\raw\images\fairface_0003921.jpg,data\raw\images\fairface_0003938.jpg,data\raw\images\fairface_0006673.jpg,train_identity_0343,train_identity_0343,train_identity_1199,Female_20-39_Light
data\raw\images\fairface_0003921.jpg,data\raw\images\fairface_0003977.jpg,data\raw\images\fairface_0003962.jpg,train_identity_0343,train_identity_0343,train_identity_0016,Female_20-39_Light
data\raw\images\fairface_0003921.jpg,data\raw\images\fairface_0003982.jpg,data\raw\images\fairface_0003304.jpg,train_identity_0343,train_identity_0343,train_identity_1151,Female_20-39_Light
data\raw\images\fairface_0003938.jpg,data\raw\images\fairface_0003977.jpg,data\raw\images\fairface_0007363.jpg,train_identity_0343,train_identity_0343,train_identity_0613,Female_20-39_Light
data\raw\images\fairface_0003938.jpg,data\raw\images\fairface_0003982.jpg,data\raw\images\fairface_0004897.jpg,train_identity_0343,train_identity_0343,train_identity_0988,Female_20-39_Light
data\raw\images\fairface_0003977.jpg,data\raw\images\fairface_0003982.jpg,data\raw\images\fairface_0005313.jpg,train_identity_0343,train_identity_0343,train_identity_0690,Female_20-39_Light
data\raw\images\fairface_0003988.jpg,data\raw\images\fairface_0003994.jpg,data\raw\images\fairface_0002528.jpg,train_identity_0344,train_identity_0344,train_identity_1313,Female_20-39_Light
data\raw\images\fairface_0003988.jpg,data\raw\images\fairface_0004022.jpg,data\raw\images\fairface_0005519.jpg,train_identity_0344,train_identity_0344,train_identity_0569,Female_20-39_Light
data\raw\images\fairface_0003988.jpg,data\raw\images\fairface_0004036.jpg,data\raw\images\fairface_0004000.jpg,train_identity_0344,train_identity_0344,train_identity_1345,Female_20-39_Light
data\raw\images\fairface_0003994.jpg,data\raw\images\fairface_0004022.jpg,data\raw\images\fairface_0006363.jpg,train_identity_0344,train_identity_0344,train_identity_0387,Female_20-39_Light
data\raw\images\fairface_0003994.jpg,data\raw\images\fairface_0004036.jpg,data\raw\images\fairface_0003162.jpg,train_identity_0344,train_identity_0344,train_identity_1061,Female_20-39_Light
data\raw\images\fairface_0004022.jpg,data\raw\images\fairface_0004036.jpg,data\raw\images\fairface_0001648.jpg,train_identity_0344,train_identity_0344,train_identity_0117,Female_20-39_Light
data\raw\images\fairface_0004059.jpg,data\raw\images\fairface_0004065.jpg,data\raw\images\fairface_0004366.jpg,train_identity_0345,train_identity_0345,train_identity_1354,Female_20-39_Light
data\raw\images\fairface_0004059.jpg,data\raw\images\fairface_0004095.jpg,data\raw\images\fairface_0006069.jpg,train_identity_0345,train_identity_0345,train_identity_1396,Female_20-39_Light
data\raw\images\fairface_0004059.jpg,data\raw\images\fairface_0004098.jpg,data\raw\images\fairface_0009433.jpg,train_identity_0345,train_identity_0345,train_identity_1479,Female_20-39_Light
data\raw\images\fairface_0004065.jpg,data\raw\images\fairface_0004095.jpg,data\raw\images\fairface_0003973.jpg,train_identity_0345,train_identity_0345,train_identity_1344,Female_20-39_Light
data\raw\images\fairface_0004065.jpg,data\raw\images\fairface_0004098.jpg,data\raw\images\fairface_0007037.jpg,train_identity_0345,train_identity_0345,train_identity_0607,Female_20-39_Light
data\raw\images\fairface_0004095.jpg,data\raw\images\fairface_0004098.jpg,data\raw\images\fairface_0000201.jpg,train_identity_0345,train_identity_0345,train_identity_0859,Female_20-39_Light
data\raw\images\fairface_0004122.jpg,data\raw\images\fairface_0004149.jpg,data\raw\images\fairface_0004475.jpg,train_identity_0346,train_identity_0346,train_identity_0797,Female_20-39_Light
data\raw\images\fairface_0004122.jpg,data\raw\images\fairface_0004152.jpg,data\raw\images\fairface_0006448.jpg,train_identity_0346,train_identity_0346,train_identity_1196,Female_20-39_Light
data\raw\images\fairface_0004122.jpg,data\raw\images\fairface_0004170.jpg,data\raw\images\fairface_0000532.jpg,train_identity_0346,train_identity_0346,train_identity_0704,Female_20-39_Light
data\raw\images\fairface_0004149.jpg,data\raw\images\fairface_0004152.jpg,data\raw\images\fairface_0006498.jpg,train_identity_0346,train_identity_0346,train_identity_1407,Female_20-39_Light
data\raw\images\fairface_0004149.jpg,data\raw\images\fairface_0004170.jpg,data\raw\images\fairface_0005253.jpg,train_identity_0346,train_identity_0346,train_identity_1377,Female_20-39_Light
data\raw\images\fairface_0004152.jpg,data\raw\images\fairface_0004170.jpg,data\raw\images\fairface_0009565.jpg,train_identity_0346,train_identity_0346,train_identity_1040,Female_20-39_Light
data\raw\images\fairface_0004189.jpg,data\raw\images\fairface_0004207.jpg,data\raw\images\fairface_0007258.jpg,train_identity_0347,train_identity_0347,train_identity_1733,Female_20-39_Light
data\raw\images\fairface_0004189.jpg,data\raw\images\fairface_0004220.jpg,data\raw\images\fairface_0005697.jpg,train_identity_0347,train_identity_0347,train_identity_1723,Female_20-39_Light
data\raw\images\fairface_0004189.jpg,data\raw\images\fairface_0004227.jpg,data\raw\images\fairface_0006854.jpg,train_identity_0347,train_identity_0347,train_identity_0603,Female_20-39_Light
data\raw\images\fairface_0004207.jpg,data\raw\images\fairface_0004220.jpg,data\raw\images\fairface_0003030.jpg,train_identity_0347,train_identity_0347,train_identity_0966,Female_20-39_Light
data\raw\images\fairface_0004207.jpg,data\raw\images\fairface_0004227.jpg,data\raw\images\fairface_0002175.jpg,train_identity_0347,train_identity_0347,train_identity_1519,Female_20-39_Light
data\raw\images\fairface_0004220.jpg,data\raw\images\fairface_0004227.jpg,data\raw\images\fairface_0009720.jpg,train_identity_0347,train_identity_0347,train_identity_1487,Female_20-39_Light
data\raw\images\fairface_0004283.jpg,data\raw\images\fairface_0004326.jpg,data\raw\images\fairface_0006016.jpg,train_identity_0348,train_identity_0348,train_identity_1394,Female_20-39_Light
data\raw\images\fairface_0004283.jpg,data\raw\images\fairface_0004329.jpg,data\raw\images\fairface_0003882.jpg,train_identity_0348,train_identity_0348,train_identity_1342,Female_20-39_Light
data\raw\images\fairface_0004283.jpg,data\raw\images\fairface_0004357.jpg,data\raw\images\fairface_0000061.jpg,train_identity_0348,train_identity_0348,train_identity_0457,Female_20-39_Light
data\raw\images\fairface_0004326.jpg,data\raw\images\fairface_0004329.jpg,data\raw\images\fairface_0000134.jpg,train_identity_0348,train_identity_0348,train_identity_0459,Female_20-39_Light
data\raw\images\fairface_0004326.jpg,data\raw\images\fairface_0004357.jpg,data\raw\images\fairface_0000675.jpg,train_identity_0348,train_identity_0348,train_identity_0863,Female_20-39_Light
data\raw\images\fairface_0004329.jpg,data\raw\images\fairface_0004357.jpg,data\raw\images\fairface_0001806.jpg,train_identity_0348,train_identity_0348,train_identity_0763,Female_20-39_Light
data\raw\images\fairface_0004358.jpg,data\raw\images\fairface_0004365.jpg,data\raw\images\fairface_0006807.jpg,train_identity_0349,train_identity_0349,train_identity_1201,Female_20-39_Light
data\raw\images\fairface_0004358.jpg,data\raw\images\fairface_0004377.jpg,data\raw\images\fairface_0001776.jpg,train_identity_0349,train_identity_0349,train_identity_0951,Female_20-39_Light
data\raw\images\fairface_0004358.jpg,data\raw\images\fairface_0004379.jpg,data\raw\images\fairface_0002959.jpg,train_identity_0349,train_identity_0349,train_identity_0965,Female_20-39_Light
data\raw\images\fairface_0004365.jpg,data\raw\images\fairface_0004377.jpg,data\raw\images\fairface_0002009.jpg,train_identity_0349,train_identity_0349,train_identity_1301,Female_20-39_Light
data\raw\images\fairface_0004365.jpg,data\raw\images\fairface_0004379.jpg,data\raw\images\fairface_0003448.jpg,train_identity_0349,train_identity_0349,train_identity_0969,Female_20-39_Light
data\raw\images\fairface_0004377.jpg,data\raw\images\fairface_0004379.jpg,data\raw\images\fairface_0008298.jpg,train_identity_0349,train_identity_0349,train_identity_1026,Female_20-39_Light
data\raw\images\fairface_0004398.jpg,data\raw\images\fairface_0004409.jpg,data\raw\images\fairface_0006073.jpg,train_identity_0350,train_identity_0350,train_identity_1396,Female_20-39_Light
data\raw\images\fairface_0004398.jpg,data\raw\images\fairface_0004456.jpg,data\raw\images\fairface_0007977.jpg,train_identity_0350,train_identity_0350,train_identity_1087,Female_20-39_Light
data\raw\images\fairface_0004398.jpg,data\raw\images\fairface_0004464.jpg,data\raw\images\fairface_0007623.jpg,train_identity_0350,train_identity_0350,train_identity_0848,Female_20-39_Light
data\raw\images\fairface_0004409.jpg,data\raw\images\fairface_0004456.jpg,data\raw\images\fairface_0009585.jpg,train_identity_0350,train_identity_0350,train_identity_1751,Female_20-39_Light
data\raw\images\fairface_0004409.jpg,data\raw\images\fairface_0004464.jpg,data\raw\images\fairface_0000294.jpg,train_identity_0350,train_identity_0350,train_identity_0282,Female_20-39_Light
data\raw\images\fairface_0004456.jpg,data\raw\images\fairface_0004464.jpg,data\raw\images\fairface_0000506.jpg,train_identity_0350,train_identity_0350,train_identity_0703,Female_20-39_Light
data\raw\images\fairface_0004484.jpg,data\raw\images\fairface_0004487.jpg,data\raw\images\fairface_0004660.jpg,train_identity_0351,train_identity_0351,train_identity_1168,Female_20-39_Light
data\raw\images\fairface_0004484.jpg,data\raw\images\fairface_0004505.jpg,data\raw\images\fairface_0000981.jpg,train_identity_0351,train_identity_0351,train_identity_0294,Female_20-39_Light
data\raw\images\fairface_0004484.jpg,data\raw\images\fairface_0004517.jpg,data\raw\images\fairface_0009006.jpg,train_identity_0351,train_identity_0351,train_identity_1467,Female_20-39_Light
data\raw\images\fairface_0004487.jpg,data\raw\images\fairface_0004505.jpg,data\raw\images\fairface_0005580.jpg,train_identity_0351,train_identity_0351,train_identity_1597,Female_20-39_Light
data\raw\images\fairface_0004487.jpg,data\raw\images\fairface_0004517.jpg,data\raw\images\fairface_0006204.jpg,train_identity_0351,train_identity_0351,train_identity_1000,Female_20-39_Light
data\raw\images\fairface_0004505.jpg,data\raw\images\fairface_0004517.jpg,data\raw\images\fairface_0001718.jpg,train_identity_0351,train_identity_0351,train_identity_1294,Female_20-39_Light
data\raw\images\fairface_0004520.jpg,data\raw\images\fairface_0004527.jpg,data\raw\images\fairface_0008803.jpg,train_identity_0352,train_identity_0352,train_identity_0643,Female_20-39_Light
data\raw\images\fairface_0004520.jpg,data\raw\images\fairface_0004536.jpg,data\raw\images\fairface_0002384.jpg,train_identity_0352,train_identity_0352,train_identity_0010,Female_20-39_Light
data\raw\images\fairface_0004520.jpg,data\raw\images\fairface_0004537.jpg,data\raw\images\fairface_0005162.jpg,train_identity_0352,train_identity_0352,train_identity_0562,Female_20-39_Light
data\raw\images\fairface_0004527.jpg,data\raw\images\fairface_0004536.jpg,data\raw\images\fairface_0000912.jpg,train_identity_0352,train_identity_0352,train_identity_1560,Female_20-39_Light
data\raw\images\fairface_0004527.jpg,data\raw\images\fairface_0004537.jpg,data\raw\images\fairface_0005438.jpg,train_identity_0352,train_identity_0352,train_identity_1182,Female_20-39_Light
data\raw\images\fairface_0004536.jpg,data\raw\images\fairface_0004537.jpg,data\raw\images\fairface_0006625.jpg,train_identity_0352,train_identity_0352,train_identity_1004,Female_20-39_Light
data\raw\images\fairface_0004580.jpg,data\raw\images\fairface_0004598.jpg,data\raw\images\fairface_0008814.jpg,train_identity_0353,train_identity_0353,train_identity_0266,Female_20-39_Light
data\raw\images\fairface_0004580.jpg,data\raw\images\fairface_0004613.jpg,data\raw\images\fairface_0001976.jpg,train_identity_0353,train_identity_0353,train_identity_1299,Female_20-39_Light
data\raw\images\fairface_0004580.jpg,data\raw\images\fairface_0004614.jpg,data\raw\images\fairface_0002688.jpg,train_identity_0353,train_identity_0353,train_identity_0828,Female_20-39_Light
data\raw\images\fairface_0004598.jpg,data\raw\images\fairface_0004613.jpg,data\raw\images\fairface_0004316.jpg,train_identity_0353,train_identity_0353,train_identity_0979,Female_20-39_Light
data\raw\images\fairface_0004598.jpg,data\raw\images\fairface_0004614.jpg,data\raw\images\fairface_0002283.jpg,train_identity_0353,train_identity_0353,train_identity_0010,Female_20-39_Light
